seed,batch_idx,collected_frames,mean_batch_reward,done_rate,loss_objective,loss_critic,loss_entropy,total_loss,grad_norm,learning_rate
0,1,512,-0.008027342148125172,0.01953125,-0.08780743181705475,0.015294850803911686,-0.013706314377486706,-0.08621889352798462,0.24430404603481293,0.0003
0,2,1024,-0.008027343079447746,0.021484375,0.17217274010181427,0.001737835118547082,-0.013294979929924011,0.16061559319496155,0.15002605319023132,0.0003
0,3,1536,-0.006054687313735485,0.01953125,-0.10503152012825012,0.023015975952148438,-0.012936724349856377,-0.09495227038860321,0.3460463285446167,0.0003
0,4,2048,0.003808594774454832,0.025390625,-0.19862167537212372,0.05916972458362579,-0.012844879180192947,-0.15229682624340057,0.5232113599777222,0.0003
0,5,2560,0.011699221096932888,0.02734375,-0.05274568125605583,0.0412980392575264,-0.012182709760963917,-0.023630350828170776,0.8105134963989258,0.0003
0,6,3072,0.003808595472946763,0.025390625,0.10251598060131073,0.02345164306461811,-0.012026526033878326,0.11394109576940536,0.46176019310951233,0.0003
0,7,3584,0.019589845091104507,0.033203125,0.008226078003644943,0.0210929736495018,-0.01166081428527832,0.017658237367868423,0.5389207005500793,0.0003
0,8,4096,0.011699220165610313,0.029296875,-0.10386776924133301,0.018751656636595726,-0.011577030643820763,-0.09669314324855804,0.4164700508117676,0.0003
0,9,4608,0.015644533559679985,0.029296875,-0.22310753166675568,0.012338071130216122,-0.012001783587038517,-0.22277124226093292,0.736131489276886,0.0003
0,10,5120,0.011699221096932888,0.02734375,0.055045586079359055,0.006382855586707592,-0.011939187534153461,0.049489255994558334,0.5933837294578552,0.0003
0,11,5632,0.01367187686264515,0.029296875,-0.28986209630966187,0.0131239527836442,-0.011114255525171757,-0.28785240650177,0.7549422383308411,0.0003
0,12,6144,0.005781251937150955,0.02734375,-0.016240019351243973,0.010283581912517548,-0.011959465220570564,-0.01791590265929699,0.4370008707046509,0.0003
0,13,6656,0.0274804700165987,0.037109375,0.050542429089546204,0.011607001535594463,-0.011691691353917122,0.05045773833990097,0.2872747480869293,0.0003
0,14,7168,0.029453126713633537,0.041015625,-0.0799044743180275,0.00752292200922966,-0.011009017005562782,-0.08339057117700577,0.4741779863834381,0.0003
0,15,7680,0.03339844197034836,0.044921875,-0.028656022623181343,0.006868523545563221,-0.009589260444045067,-0.031376756727695465,0.4853048622608185,0.0003
0,16,8192,0.055097661912441254,0.064453125,-0.033901240676641464,0.0029424147214740515,-0.007954624481499195,-0.03891345113515854,0.4784797132015228,0.0003
0,17,8704,0.06693359464406967,0.076171875,-0.07943853735923767,0.001593107939697802,-0.005276249721646309,-0.08312167972326279,0.5014444589614868,0.0003
